,index_left,station,geometry
435,941.0,7514,POINT (-8847308.334278055 5407786.821443581)
436,751.0,7515,POINT (-8848603.035615725 5405840.2384875305)
437,814.0,7516,POINT (-8848487.408060636 5406003.711703567)
438,945.0,7517,POINT (-8847229.06366866 5409752.226562756)
439,1193.0,7518,POINT (-8845243.35772384 5409547.0796835935)
440,1456.0,7519,POINT (-8843151.071250066 5417327.391524262)
441,1506.0,7520,POINT (-8842957.779334718 5411231.504664468)
442,1447.0,7521,POINT (-8843276.23100203 5412768.9360233955)
443,1449.0,7522,POINT (-8843187.531631768 5413472.64015434)
444,1751.0,7523,POINT (-8840645.072385693 5409733.968198237)
445,1690.0,7524,POINT (-8841442.320314854 5410266.1520235995)
446,1513.0,7526,POINT (-8842777.653266665 5414549.550360225)
447,1266.0,7527,POINT (-8844640.996827208 5415384.400281587)
448,1887.0,7528,POINT (-8839738.60890411 5415874.165592104)
449,1265.0,7529,POINT (-8844699.283712586 5414582.900431922)
450,2320.0,7530,POINT (-8836301.37472299 5415326.713732837)
451,1947.0,7531,POINT (-8839061.786400089 5414546.841730246)
452,1999.0,7533,POINT (-8838531.237706967 5409608.606349331)
453,1815.0,7534,POINT (-8840001.434221875 5410740.616275121)
454,1879.0,7536,POINT (-8839696.641456082 5411684.294595608)
455,1820.0,7537,POINT (-8840308.787335955 5413216.169397568)
456,1642.0,7538,POINT (-8841593.481051404 5417329.161865599)
457,2142.0,7539,POINT (-8837875.899864668 5419030.096109931)
458,2138.0,7540,POINT (-8837948.257533683 5417395.035499792)
459,1817.0,7541,POINT (-8840273.499057373 5411816.146468547)
460,2127.0,7542,POINT (-8837798.087540602 5411449.5198389795)
461,1942.0,7543,POINT (-8839081.990887666 5412014.820177766)
462,2066.0,7545,POINT (-8838017.164298484 5412372.468238151)
463,2067.0,7546,POINT (-8838390.852697128 5412487.804804428)
464,2129.0,7547,POINT (-8837959.434010558 5412675.337503274)
465,2193.0,7548,POINT (-8837388.331626944 5413881.158438161)
466,2379.0,7549,POINT (-8835891.184663314 5413907.411822456)
467,2498.0,7551,POINT (-8834780.550103668 5411392.90401448)
468,63.0,7552,POINT (-8854389.04426089 5402632.8457672475)
469,312.0,7553,POINT (-8852434.04023163 5403299.948282955)
470,374.0,7554,POINT (-8851687.030788662 5403159.640797624)
471,627.0,7555,POINT (-8849518.0261703 5405602.998356999)
472,628.0,7556,POINT (-8849577.415118638 5406387.236255876)
473,881.0,7557,POINT (-8847941.074263722 5408495.652271734)
474,759.0,7558,POINT (-8848684.243184257 5409487.0915788505)
475,947.0,7559,POINT (-8847342.809924353 5410484.421321305)
476,827.0,7561,POINT (-8848479.749279672 5412756.857252649)
477,767.0,7562,POINT (-8848717.86167048 5413694.124470345)
478,830.0,7563,POINT (-8848277.147806428 5414283.677491423)
479,829.0,7564,POINT (-8848217.703198344 5413826.158917169)
480,1017.0,7565,POINT (-8846578.968974376 5414835.099819288)
481,1080.0,7566,POINT (-8846336.626442919 5414979.770910538)
482,344.0,7567,POINT (-8852067.131189974 5418954.803060943)
483,1503.0,7568,POINT (-8842889.729729995 5409876.252111484)
484,1873.0,7569,POINT (-8839856.473980961 5408730.259719016)
485,2813.0,7570,POINT (-8832256.380649932 5413757.371504848)
486,3063.0,7571,POINT (-8830414.265716285 5414787.697443957)
487,3008.0,7572,POINT (-8830993.661401967 5418139.81434856)
488,2624.0,7575,POINT (-8833644.289797246 5412184.187772322)
489,2624.0,7576,POINT (-8833654.442134805 5411976.155935969)
490,2564.0,7577,POINT (-8834483.438382743 5413251.838210777)
491,2080.0,7579,POINT (-8838472.015737867 5419225.275797057)
492,2019.0,7580,POINT (-8838534.610687537 5419590.147851153)
493,1015.0,7581,POINT (-8846573.046777464 5413792.334528264)
494,1519.0,7582,POINT (-8842942.361585245 5417732.647175595)
495,463.0,7583,POINT (-8851112.254861848 5416588.4352717865)
496,613.0,7584,POINT (-8850188.314220214 5429860.245996474)
497,612.0,7585,POINT (-8850042.107201004 5429015.869848631)
498,798.0,7586,POINT (-8848928.923425023 5429179.491842398)
499,1110.0,7587,POINT (-8846286.031734353 5430288.143942915)
500,1112.0,7588,POINT (-8846333.175538706 5431168.405585405)
501,1298.0,7589,POINT (-8844592.917939134 5431387.09265022)
502,1422.0,7590,POINT (-8843744.618891492 5431064.460126356)
503,1896.0,7591,POINT (-8839842.915266985 5420218.699036893)
504,2332.0,7593,POINT (-8836387.001675306 5420942.807084513)
505,2330.0,7594,POINT (-8836033.228333566 5420218.083061036)
506,2264.0,7595,POINT (-8836901.631681245 5418094.904531059)
507,2818.0,7596,POINT (-8832151.640141046 5416057.611089135)
508,1966.0,7597,POINT (-8839172.437973937 5424064.267536759)
509,1966.0,7598,POINT (-8839213.960144002 5424212.01048817)
510,2251.0,7599,POINT (-8836945.602880107 5411552.290754585)
511,2006.0,7600,POINT (-8838550.384659383 5413018.439259536)
512,2447.0,7601,POINT (-8835035.026459625 5416652.1177520305)
513,3134.0,7602,POINT (-8829728.64897249 5419022.551379996)
514,3260.0,7603,POINT (-8828909.003561778 5420300.7781877145)
515,3260.0,7604,POINT (-8828810.485812426 5420006.343795211)
516,3380.0,7605,POINT (-8827700.985348243 5418230.309293848)
517,3443.0,7606,POINT (-8827350.1967322 5418614.529250567)
518,3189.0,7607,POINT (-8829450.372509403 5415529.341633939)
519,2644.0,7608,POINT (-8833810.95733886 5422312.638552283)
520,2520.0,7609,POINT (-8834547.669728931 5422249.178859169)
521,3500.0,7610,POINT (-8826713.226605881 5416068.878375541)
522,3565.0,7611,POINT (-8826368.692781877 5417819.630751815)
523,4823.0,7612,POINT (-8816428.752809962 5426504.56327794)
524,4763.0,7613,POINT (-8816800.827075992 5427785.846022967)
525,4894.0,7614,POINT (-8815726.994740002 5431359.80273743)
526,5266.0,7615,POINT (-8812715.591007011 5431106.704208926)
527,5762.0,7616,POINT (-8808924.038018644 5431153.512111895)
528,,7617,POINT (-8807988.286379034 5432742.2849098025)
529,1458.0,7618,POINT (-8843336.343527058 5418006.609726301)
530,1895.0,7619,POINT (-8839819.226479344 5419779.318500142)
531,2144.0,7620,POINT (-8837930.446415156 5420344.990355456)
532,1.0,7621,POINT (-8855000.956369832 5402451.341832983)
533,0.0,7622,POINT (-8854709.265908107 5401915.934428188)
534,686.0,7623,POINT (-8849085.40523323 5404208.186383571)
535,4825.0,7624,POINT (-8816184.06143725 5427602.429254427)
536,2026.0,7625,POINT (-8838896.087338042 5423055.318831073)
537,5763.0,7626,POINT (-8808724.69820648 5431544.435220246)
538,1636.0,7627,POINT (-8841563.469316686 5414065.149143042)
539,580.0,7629,POINT (-8850235.26878143 5413367.047263937)
540,437.0,7630,POINT (-8851109.47187458 5403793.0088653015)
541,642.0,7631,POINT (-8849721.184240997 5413214.276707704)
542,1646.0,7632,POINT (-8841832.250227205 5419195.111673963)
543,1566.0,7633,POINT (-8842066.477567783 5410277.089209439)
544,2129.0,7634,POINT (-8837646.192095416 5412644.671615372)
545,890.0,7635,POINT (-8847663.955523342 5412919.329581806)
546,762.0,7636,POINT (-8848517.263948068 5411078.138663461)
547,628.0,7637,POINT (-8849792.239471972 5406250.1724133445)
548,1999.0,7639,POINT (-8838701.222569408 5409894.92607633)
549,1889.0,7640,POINT (-8839953.900799306 5416666.741540459)
550,1201.0,7641,POINT (-8845318.965921985 5413609.857318112)
551,2076.0,7642,POINT (-8838100.230902513 5417363.414865158)
552,1955.0,7643,POINT (-8839058.958885022 5418432.480213302)
553,3191.0,7644,POINT (-8829304.310205534 5416836.363784915)
554,5020.0,7645,POINT (-8814832.642819019 5432113.604501219)
555,2189.0,7646,POINT (-8837211.444956072 5411498.212802464)
556,2191.0,7647,POINT (-8837410.628920946 5412418.196491046)
557,2196.0,7648,POINT (-8837486.96734116 5415308.145055632)
558,1766.0,7650,POINT (-8840536.880972588 5417032.035896236)
559,1136.0,7654,POINT (-8845851.807796616 5412072.239875595)
560,2818.0,7655,POINT (-8832004.130683795 5416086.117966051)
561,1447.0,7656,POINT (-8843077.303071983 5412820.59025684)
562,2374.0,7657,POINT (-8835502.178702736 5410975.034573278)
563,700.0,7658,POINT (-8849160.728677688 5411315.222247268)
564,3254.0,7659,POINT (-8828936.132121684 5416918.243538473)
565,2315.0,7660,POINT (-8836499.434361009 5412458.201204762)
566,1441.0,7662,POINT (-8843310.973815106 5409793.29647829)
567,2395.0,7663,POINT (-8835641.049767504 5421911.247939643)
568,2335.0,7664,POINT (-8836144.881782832 5422626.0927094845)
569,2334.0,7665,POINT (-8836257.982385477 5422367.010918022)
570,1445.0,7666,POINT (-8843305.474632261 5411502.566719753)
571,1945.0,7667,POINT (-8839099.156353146 5413596.100116792)
572,2128.0,7668,POINT (-8837588.617654776 5412338.603012339)
573,1965.0,7670,POINT (-8839125.95095458 5423468.143366585)
574,2021.0,7671,POINT (-8838726.391906276 5420568.441367398)
575,1568.0,7675,POINT (-8842379.4411842 5411371.519323201)
576,2274.0,7676,POINT (-8836699.860737387 5423347.84610096)
577,2137.0,7677,POINT (-8837928.130969748 5416765.060180328)
578,677.0,7678,POINT (-8849921.781963408 5430449.722706811)
579,677.0,7679,POINT (-8849955.177810647 5430549.930404208)
580,1811.0,7680,POINT (-8840360.072225364 5408893.93785227)
581,2810.0,7681,POINT (-8832206.064240092 5412127.536674305)
582,2000.0,7682,POINT (-8838922.10270304 5410106.664404474)
583,2310.0,7683,POINT (-8836354.719022978 5410193.130103299)
584,2310.0,7684,POINT (-8836207.220697675 5410230.048634247)
585,2063.0,7685,POINT (-8838483.6820205 5410684.158628815)
586,2436.0,7686,POINT (-8835480.538193727 5411102.38413732)
587,1510.0,7687,POINT (-8842582.777366083 5413007.375729362)
588,1195.0,7688,POINT (-8845047.290704703 5410651.084146102)
589,2756.0,7689,POINT (-8832537.295384951 5416056.102628335)
590,1699.0,7691,POINT (-8841126.651634812 5414773.6922432585)
591,3435.0,7692,POINT (-8827316.422398694 5414525.788315227)
592,2314.0,7693,POINT (-8836050.070972523 5412352.7429983895)
593,3446.0,7694,POINT (-8827111.004542332 5420243.800088096)
594,3248.0,7695,POINT (-8828539.211345311 5414170.842349391)
595,3312.0,7696,POINT (-8828400.351412496 5415297.070251614)
596,1266.0,7698,POINT (-8844865.795406915 5415350.0314913085)
597,1515.0,7699,POINT (-8842704.271458335 5415773.655382321)
598,1516.0,7700,POINT (-8842629.24212154 5416061.951763418)
599,1382.0,7701,POINT (-8843987.89650667 5410936.651592725)
600,2687.0,7702,POINT (-8833194.53679054 5412875.999244748)
601,2502.0,7703,POINT (-8834773.102829736 5413186.194159746)
602,2942.0,7704,POINT (-8831025.198213708 5416189.309902078)
603,2812.0,7705,POINT (-8832236.944266839 5413340.318389398)
604,3004.0,7706,POINT (-8830565.092494361 5415921.034815813)
605,1936.0,7707,POINT (-8839159.647364443 5409206.383185539)
606,3254.0,7708,POINT (-8828870.620601352 5417111.485098536)
607,2079.0,7709,POINT (-8838215.802797854 5418552.819398012)
608,1946.0,7710,POINT (-8839228.04205959 5414164.963633177)
609,1570.0,7711,POINT (-8842134.560568353 5412280.689301826)
610,1753.0,7712,POINT (-8840560.302593455 5410552.430589863)
611,2251.0,7713,POINT (-8836684.224715726 5411529.982599428)
612,3194.0,7715,POINT (-8829225.596193595 5418084.2813974)
613,2374.0,7716,POINT (-8835797.475915965 5410964.619616501)
614,2000.0,7717,POINT (-8838780.62676219 5410296.056258603)
615,2001.0,7718,POINT (-8838747.687324865 5410845.563802833)
616,2002.0,7719,POINT (-8838825.366065541 5411194.612901179)
617,2001.0,7720,POINT (-8838840.405328749 5410575.397868252)
618,2125.0,7721,POINT (-8837788.625383886 5410877.285204531)
619,2442.0,7724,POINT (-8835457.383739641 5414243.3878621515)
620,2136.0,7725,POINT (-8837734.412791869 5415929.208093958)
621,1323.0,7728,POINT (-8844307.48363279 5412753.225931027)
622,825.0,7729,POINT (-8848003.646949496 5411462.966148275)
623,1874.0,7730,POINT (-8839750.742728608 5409407.723300156)
624,3624.0,7731,POINT (-8825806.64067286 5416108.1292757075)
625,3812.0,7732,POINT (-8824347.94127197 5417322.890011686)
626,3628.0,7733,POINT (-8825787.69409553 5418047.454628675)
627,3814.0,7734,POINT (-8824497.144974863 5418366.36823256)
628,3875.0,7735,POINT (-8823742.443355082 5417853.500684566)
629,3938.0,7736,POINT (-8823469.159068147 5418211.4484910555)
630,4001.0,7737,POINT (-8822798.951073242 5418746.795439876)
631,4003.0,7738,POINT (-8822772.818005476 5419505.670043767)
632,4066.0,7739,POINT (-8822185.91117598 5420124.323171451)
633,4005.0,7740,POINT (-8822528.003370272 5420765.162814261)
634,1196.0,7741,POINT (-8845236.45591541 5411231.058516325)
635,1210.0,7742,POINT (-8845204.707596637 5418232.544498367)
636,1148.0,7743,POINT (-8845753.267783366 5417998.911875753)
637,1269.0,7744,POINT (-8844975.300390009 5416551.44514225)
638,1208.0,7745,POINT (-8845476.238098579 5417290.044325781)
639,1460.0,7746,POINT (-8843330.554913538 5419384.243431988)
640,1272.0,7747,POINT (-8844753.218005875 5418311.064861959)
641,701.0,7748,POINT (-8849491.476471746 5411463.627694887)
642,514.0,7749,POINT (-8850569.661399823 5411314.596285453)
643,3503.0,7750,POINT (-8826962.415286023 5417557.543254386)
644,452.0,7751,POINT (-8851021.618532445 5411189.9822106855)
645,1068.0,7752,POINT (-8846280.710662693 5409247.804441306)
646,816.0,7753,POINT (-8848097.611731676 5407391.090178759)
647,1336.0,7754,POINT (-8844262.637369977 5419029.645364407)
648,696.0,7755,POINT (-8849171.666706646 5409223.440783794)
649,487.0,7756,POINT (-8851173.591901276 5428557.404618135)
650,2062.0,7757,POINT (-8838170.29539002 5410343.866316822)
651,425.0,7758,POINT (-8851711.543340534 5428432.295536437)
652,490.0,7759,POINT (-8851225.555839578 5430294.788333917)
653,754.0,7760,POINT (-8848986.698240744 5407304.71219892)
